drummer,session,id,style,bpm,beat_type,time_signature,duration,split,midi_filename,audio_filename,kit_name,split_set
drummer1,drummer1/session1,drummer1/session1/21,jazz/funk,116,fill,4-4,2.0689569160997734,train,drummer1/session1/21_jazz-funk_116_fill_4-4_31.midi,drummer1/session1/21_jazz-funk_116_fill_4-4_31.wav,More Cowbell (Pop-Rock),train
drummer1,drummer1/session1,drummer1/session1/136,funk/fast,125,fill,4-4,1.92,train,drummer1/session1/136_funk-fast_125_fill_4-4_3.midi,drummer1/session1/136_funk-fast_125_fill_4-4_3.wav,Jazz,train
drummer1,drummer1/session1,drummer1/session1/92,neworleans/funk,84,fill,4-4,2.857142857142857,train,drummer1/session1/92_neworleans-funk_84_fill_4-4_25.midi,drummer1/session1/92_neworleans-funk_84_fill_4-4_25.wav,Arena Stage,validation
drummer1,drummer1/session1,drummer1/session1/187,reggae,78,fill,4-4,2.9647392290249432,train,drummer1/session1/187_reggae_78_fill_4-4_33.midi,drummer1/session1/187_reggae_78_fill_4-4_33.wav,Shuffle (Blues),train
drummer1,drummer1/session2,drummer1/session2/160,gospel,120,fill,4-4,1.907482993197279,test,drummer1/session2/160_gospel_120_fill_4-4_22.midi,drummer1/session2/160_gospel_120_fill_4-4_22.wav,Dry & Heavy (Folk Rock),train
drummer1,drummer1/session2,drummer1/session2/145,gospel,120,fill,4-4,1.952607709750567,train,drummer1/session2/145_gospel_120_fill_4-4_57.midi,drummer1/session2/145_gospel_120_fill_4-4_57.wav,Custom2,train
drummer1,drummer1/session2,drummer1/session2/78,punk,144,fill,4-4,1.5862131519274376,validation,drummer1/session2/78_punk_144_fill_4-4_21.midi,drummer1/session2/78_punk_144_fill_4-4_21.wav,Pop-Rock (Studio),validation
drummer1,drummer1/session2,drummer1/session2/141,afrocuban/bembe,122,fill,4-4,1.7758503401360544,train,drummer1/session2/141_afrocuban-bembe_122_fill_4-4_18.midi,drummer1/session2/141_afrocuban-bembe_122_fill_4-4_18.wav,Big Room (Layered),train
drummer1,drummer1/session2,drummer1/session2/45,punk,128,fill,4-4,1.8749886621315195,train,drummer1/session2/45_punk_128_fill_4-4_16.midi,drummer1/session2/45_punk_128_fill_4-4_16.wav,Modern Funk,train
drummer1,drummer1/session1,drummer1/session1/125,funk,95,fill,4-4,2.5263038548752834,train,drummer1/session1/125_funk_95_fill_4-4_12.midi,drummer1/session1/125_funk_95_fill_4-4_12.wav,Classic Rock,train
drummer1,drummer1/session1,drummer1/session1/127,funk/fast,125,fill,4-4,1.9079818594104307,train,drummer1/session1/127_funk-fast_125_fill_4-4_16.midi,drummer1/session1/127_funk-fast_125_fill_4-4_16.wav,Modern Funk,validation
drummer1,drummer1/session3,drummer1/session3/8,rock,135,beat,4-4,30.22222222222222,train,drummer1/session3/8_rock_135_beat_4-4_14.midi,drummer1/session3/8_rock_135_beat_4-4_14.wav,ClassicMetal (80s-90s),train
drummer1,drummer1/session1,drummer1/session1/219,rock/halftime,140,fill,4-4,3.4285714285714284,train,drummer1/session1/219_rock-halftime_140_fill_4-4_34.midi,drummer1/session1/219_rock-halftime_140_fill_4-4_34.wav,Alternative (METAL),train
drummer1,drummer1/session2,drummer1/session2/79,punk,144,fill,4-4,1.6666666666666667,validation,drummer1/session2/79_punk_144_fill_4-4_6.midi,drummer1/session2/79_punk_144_fill_4-4_6.wav,Compact Lite (w/ Tambourine HH),test
drummer1,drummer1/session1,drummer1/session1/169,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,train,drummer1/session1/169_latin-brazilian-baiao_95_fill_4-4_19.midi,drummer1/session1/169_latin-brazilian-baiao_95_fill_4-4_19.wav,Raw Dnb (Layered Hybrid),train
drummer1,drummer1/session1,drummer1/session1/95,neworleans/funk,84,fill,4-4,2.857142857142857,train,drummer1/session1/95_neworleans-funk_84_fill_4-4_44.midi,drummer1/session1/95_neworleans-funk_84_fill_4-4_44.wav,Alternative (Rock),train
drummer1,drummer1/session1,drummer1/session1/93,neworleans/funk,84,fill,4-4,2.857142857142857,test,drummer1/session1/93_neworleans-funk_84_fill_4-4_14.midi,drummer1/session1/93_neworleans-funk_84_fill_4-4_14.wav,ClassicMetal (80s-90s),test
drummer1,drummer1/session2,drummer1/session2/131,afrocuban/bembe,122,fill,4-4,1.9672108843537413,test,drummer1/session2/131_afrocuban-bembe_122_fill_4-4_26.midi,drummer1/session2/131_afrocuban-bembe_122_fill_4-4_26.wav,Warmer Funk,test
drummer1,drummer1/session3,drummer1/session3/16,funk,117,beat,4-4,87.15281179138321,train,drummer1/session3/16_funk_117_beat_4-4_28.midi,drummer1/session3/16_funk_117_beat_4-4_28.wav,Super Boom (Layered),train
drummer1,drummer1/session1,drummer1/session1/198,reggae,78,fill,4-4,3.0769160997732428,train,drummer1/session1/198_reggae_78_fill_4-4_58.midi,drummer1/session1/198_reggae_78_fill_4-4_58.wav,Custom3,validation
drummer1,drummer1/session2,drummer1/session2/197,rock,115,fill,4-4,1.9141950113378683,train,drummer1/session2/197_rock_115_fill_4-4_19.midi,drummer1/session2/197_rock_115_fill_4-4_19.wav,Raw Dnb (Layered Hybrid),validation
drummer1,drummer1/session1,drummer1/session1/126,funk/fast,125,beat,4-4,138.24,validation,drummer1/session1/126_funk-fast_125_beat_4-4_15.midi,drummer1/session1/126_funk-fast_125_beat_4-4_15.wav,60s Rock,validation
drummer1,drummer1/session1,drummer1/session1/163,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,train,drummer1/session1/163_latin-brazilian-baiao_95_fill_4-4_6.midi,drummer1/session1/163_latin-brazilian-baiao_95_fill_4-4_6.wav,Compact Lite (w/ Tambourine HH),train
drummer1,drummer1/session1,drummer1/session1/186,reggae,78,fill,4-4,3.0769160997732428,train,drummer1/session1/186_reggae_78_fill_4-4_1.midi,drummer1/session1/186_reggae_78_fill_4-4_1.wav,Acoustic Kit,test
drummer1,drummer1/session1,drummer1/session1/164,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,train,drummer1/session1/164_latin-brazilian-baiao_95_fill_4-4_33.midi,drummer1/session1/164_latin-brazilian-baiao_95_fill_4-4_33.wav,Shuffle (Blues),train
drummer1,drummer1/session1,drummer1/session1/154,latin/brazilian-baiao,95,fill,4-4,2.5263038548752834,train,drummer1/session1/154_latin-brazilian-baiao_95_fill_4-4_14.midi,drummer1/session1/154_latin-brazilian-baiao_95_fill_4-4_14.wav,ClassicMetal (80s-90s),train
drummer1,drummer1/session2,drummer1/session2/94,funk/rock,92,fill,4-4,2.293673469387755,train,drummer1/session2/94_funk-rock_92_fill_4-4_11.midi,drummer1/session2/94_funk-rock_92_fill_4-4_11.wav,Studio (Live Room),train
drummer1,drummer1/session2,drummer1/session2/68,punk,144,fill,4-4,1.618049886621315,train,drummer1/session2/68_punk_144_fill_4-4_37.midi,drummer1/session2/68_punk_144_fill_4-4_37.wav,Live Fusion,train
drummer1,drummer1/session1,drummer1/session1/239,funk/purdieshuffle,130,beat,4-4,193.8298185941043,test,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4_56.midi,drummer1/session1/239_funk-purdieshuffle_130_beat_4-4_56.wav,Custom1,train
drummer1,drummer1/session3,drummer1/session3/15,funk,117,beat,4-4,143.5985941043084,validation,drummer1/session3/15_funk_117_beat_4-4_17.midi,drummer1/session3/15_funk_117_beat_4-4_17.wav,Dark Hybrid,train
drummer1,drummer1/session2,drummer1/session2/35,punk,128,beat,4-4,110.62498866213151,test,drummer1/session2/35_punk_128_beat_4-4_51.midi,drummer1/session2/35_punk_128_beat_4-4_51.wav,808 Simple,train
drummer1,drummer1/session2,drummer1/session2/105,funk/rock,92,fill,4-4,2.5931519274376416,train,drummer1/session2/105_funk-rock_92_fill_4-4_22.midi,drummer1/session2/105_funk-rock_92_fill_4-4_22.wav,Dry & Heavy (Folk Rock),test
drummer1,drummer1/session2,drummer1/session2/119,afrocuban/bembe,122,fill,4-4,1.9672108843537413,test,drummer1/session2/119_afrocuban-bembe_122_fill_4-4_13.midi,drummer1/session2/119_afrocuban-bembe_122_fill_4-4_13.wav,Jazz Funk,train
drummer1,drummer1/session2,drummer1/session2/76,punk,144,fill,4-4,1.5835827664399094,train,drummer1/session2/76_punk_144_fill_4-4_11.midi,drummer1/session2/76_punk_144_fill_4-4_11.wav,Studio (Live Room),train
drummer1,drummer1/session1,drummer1/session1/167,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,train,drummer1/session1/167_latin-brazilian-baiao_95_fill_4-4_52.midi,drummer1/session1/167_latin-brazilian-baiao_95_fill_4-4_52.wav,909 Simple,test
drummer1,drummer1/session2,drummer1/session2/112,afrocuban/bembe,122,beat,4-4,206.54984126984127,train,drummer1/session2/112_afrocuban-bembe_122_beat_4-4_41.midi,drummer1/session2/112_afrocuban-bembe_122_beat_4-4_41.wav,Cassette (Lo-Fi Compress),validation
drummer1,drummer1/session2,drummer1/session2/190,rock,115,fill,4-4,2.086961451247165,train,drummer1/session2/190_rock_115_fill_4-4_2.midi,drummer1/session2/190_rock_115_fill_4-4_2.wav,Fat Rock (Power Toms),test
drummer1,drummer1/session1,drummer1/session1/208,rock/halftime,140,fill,4-4,1.7142857142857142,train,drummer1/session1/208_rock-halftime_140_fill_4-4_51.midi,drummer1/session1/208_rock-halftime_140_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/session2,drummer1/session2/69,punk,144,fill,4-4,1.6666666666666667,train,drummer1/session2/69_punk_144_fill_4-4_57.midi,drummer1/session2/69_punk_144_fill_4-4_57.wav,Custom2,train
drummer1,drummer1/session1,drummer1/session1/126,funk/fast,125,beat,4-4,138.24,validation,drummer1/session1/126_funk-fast_125_beat_4-4_12.midi,drummer1/session1/126_funk-fast_125_beat_4-4_12.wav,Classic Rock,validation
drummer1,drummer1/session1,drummer1/session1/46,latin/samba,116,fill,4-4,2.064648526077097,train,drummer1/session1/46_latin-samba_116_fill_4-4_51.midi,drummer1/session1/46_latin-samba_116_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/session2,drummer1/session2/198,rock,115,fill,4-4,1.751655328798186,validation,drummer1/session2/198_rock_115_fill_4-4_11.midi,drummer1/session2/198_rock_115_fill_4-4_11.wav,Studio (Live Room),train
drummer1,drummer1/session1,drummer1/session1/143,funk/fast,125,fill,4-4,1.92,train,drummer1/session1/143_funk-fast_125_fill_4-4_25.midi,drummer1/session1/143_funk-fast_125_fill_4-4_25.wav,Arena Stage,train
drummer1,drummer1/session2,drummer1/session2/30,country,114,fill,4-4,2.0027210884353743,test,drummer1/session2/30_country_114_fill_4-4_17.midi,drummer1/session2/30_country_114_fill_4-4_17.wav,Dark Hybrid,validation
drummer1,drummer1/session1,drummer1/session1/51,rock/shuffle,125,beat,4-4,170.80848072562358,train,drummer1/session1/51_rock-shuffle_125_beat_4-4_23.midi,drummer1/session1/51_rock-shuffle_125_beat_4-4_23.wav,Second Line,train
drummer1,drummer1/session2,drummer1/session2/65,punk,144,fill,4-4,1.6393197278911564,train,drummer1/session2/65_punk_144_fill_4-4_22.midi,drummer1/session2/65_punk_144_fill_4-4_22.wav,Dry & Heavy (Folk Rock),test
drummer1,drummer1/session1,drummer1/session1/205,rock/halftime,140,fill,4-4,3.4285714285714284,validation,drummer1/session1/205_rock-halftime_140_fill_4-4_51.midi,drummer1/session1/205_rock-halftime_140_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/eval_session,drummer1/eval_session/8,rock/groove8,65,beat,4-4,59.01444444444444,test,drummer1/eval_session/8_rock-groove8_65_beat_4-4_16.midi,drummer1/eval_session/8_rock-groove8_65_beat_4-4_16.wav,Modern Funk,train
drummer1,drummer1/session1,drummer1/session1/165,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,train,drummer1/session1/165_latin-brazilian-baiao_95_fill_4-4_51.midi,drummer1/session1/165_latin-brazilian-baiao_95_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/session1,drummer1/session1/188,reggae,78,fill,4-4,3.0769160997732428,train,drummer1/session1/188_reggae_78_fill_4-4_41.midi,drummer1/session1/188_reggae_78_fill_4-4_41.wav,Cassette (Lo-Fi Compress),validation
drummer1,drummer1/session1,drummer1/session1/148,latin/brazilian-baiao,95,fill,4-4,2.4736961451247166,train,drummer1/session1/148_latin-brazilian-baiao_95_fill_4-4_24.midi,drummer1/session1/148_latin-brazilian-baiao_95_fill_4-4_24.wav,Heavy Metal,train
drummer1,drummer1/session2,drummer1/session2/187,rock,115,fill,4-4,2.086938775510204,train,drummer1/session2/187_rock_115_fill_4-4_35.midi,drummer1/session2/187_rock_115_fill_4-4_35.wav,Rockin Gate (80s),train
drummer1,drummer1/session1,drummer1/session1/249,funk/purdieshuffle,130,fill,4-4,1.8461451247165528,train,drummer1/session1/249_funk-purdieshuffle_130_fill_4-4_19.midi,drummer1/session1/249_funk-purdieshuffle_130_fill_4-4_19.wav,Raw Dnb (Layered Hybrid),train
drummer1,drummer1/session1,drummer1/session1/63,jazz,125,fill,4-4,1.92,train,drummer1/session1/63_jazz_125_fill_4-4_51.midi,drummer1/session1/63_jazz_125_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/session2,drummer1/session2/57,punk,128,fill,4-4,1.7574603174603174,validation,drummer1/session2/57_punk_128_fill_4-4_5.midi,drummer1/session2/57_punk_128_fill_4-4_5.wav,Tight Prog,train
drummer1,drummer1/session1,drummer1/session1/207,rock/halftime,140,fill,4-4,3.4285714285714284,test,drummer1/session1/207_rock-halftime_140_fill_4-4_5.midi,drummer1/session1/207_rock-halftime_140_fill_4-4_5.wav,Tight Prog,test
drummer1,drummer1/session1,drummer1/session1/172,latin/brazilian-baiao,95,fill,4-4,2.5263038548752834,train,drummer1/session1/172_latin-brazilian-baiao_95_fill_4-4_37.midi,drummer1/session1/172_latin-brazilian-baiao_95_fill_4-4_37.wav,Live Fusion,validation
drummer1,drummer1/session2,drummer1/session2/81,punk,144,fill,4-4,1.4556009070294784,train,drummer1/session2/81_punk_144_fill_4-4_54.midi,drummer1/session2/81_punk_144_fill_4-4_54.wav,Nu RNB,train
drummer1,drummer1/session2,drummer1/session2/111,rock/prog,110,beat,5-4,141.81818594104308,train,drummer1/session2/111_rock-prog_110_beat_5-4_25.midi,drummer1/session2/111_rock-prog_110_beat_5-4_25.wav,Arena Stage,test
drummer1,drummer1/session1,drummer1/session1/171,latin/brazilian-baiao,95,fill,4-4,2.451315192743764,validation,drummer1/session1/171_latin-brazilian-baiao_95_fill_4-4_37.midi,drummer1/session1/171_latin-brazilian-baiao_95_fill_4-4_37.wav,Live Fusion,test
drummer1,drummer1/session1,drummer1/session1/241,funk/purdieshuffle,130,fill,4-4,3.692312925170068,train,drummer1/session1/241_funk-purdieshuffle_130_fill_4-4_26.midi,drummer1/session1/241_funk-purdieshuffle_130_fill_4-4_26.wav,Warmer Funk,train
drummer1,drummer1/session2,drummer1/session2/47,punk,128,fill,4-4,1.8749886621315195,test,drummer1/session2/47_punk_128_fill_4-4_4.midi,drummer1/session2/47_punk_128_fill_4-4_4.wav,Speed Metal,train
drummer1,drummer1/session1,drummer1/session1/153,latin/brazilian-baiao,95,fill,4-4,2.5263038548752834,test,drummer1/session1/153_latin-brazilian-baiao_95_fill_4-4_43.midi,drummer1/session1/153_latin-brazilian-baiao_95_fill_4-4_43.wav,Funk Rock,test
drummer1,drummer1/session1,drummer1/session1/128,funk/fast,125,fill,4-4,1.92,train,drummer1/session1/128_funk-fast_125_fill_4-4_17.midi,drummer1/session1/128_funk-fast_125_fill_4-4_17.wav,Dark Hybrid,train
drummer1,drummer1/session2,drummer1/session2/75,punk,144,fill,4-4,1.6355555555555557,train,drummer1/session2/75_punk_144_fill_4-4_12.midi,drummer1/session2/75_punk_144_fill_4-4_12.wav,Classic Rock,test
drummer1,drummer1/session1,drummer1/session1/41,latin/samba,116,fill,4-4,2.068979591836735,validation,drummer1/session1/41_latin-samba_116_fill_4-4_11.midi,drummer1/session1/41_latin-samba_116_fill_4-4_11.wav,Studio (Live Room),train
drummer1,drummer1/session1,drummer1/session1/43,latin/samba,116,fill,4-4,2.0689569160997734,test,drummer1/session1/43_latin-samba_116_fill_4-4_31.midi,drummer1/session1/43_latin-samba_116_fill_4-4_31.wav,More Cowbell (Pop-Rock),train
drummer1,drummer1/session2,drummer1/session2/61,punk,128,fill,4-4,1.799546485260771,train,drummer1/session2/61_punk_128_fill_4-4_6.midi,drummer1/session2/61_punk_128_fill_4-4_6.wav,Compact Lite (w/ Tambourine HH),test
drummer1,drummer1/session2,drummer1/session2/6,rock,102,beat,3-4,192.6033106575964,train,drummer1/session2/6_rock_102_beat_3-4_54.midi,drummer1/session2/6_rock_102_beat_3-4_54.wav,Nu RNB,test
drummer1,drummer1/session1,drummer1/session1/123,funk,95,fill,4-4,2.5263038548752834,train,drummer1/session1/123_funk_95_fill_4-4_24.midi,drummer1/session1/123_funk_95_fill_4-4_24.wav,Heavy Metal,train
drummer1,drummer1/eval_session,drummer1/eval_session/2,funk/groove2,105,beat,4-4,36.55750566893424,test,drummer1/eval_session/2_funk-groove2_105_beat_4-4_51.midi,drummer1/eval_session/2_funk-groove2_105_beat_4-4_51.wav,808 Simple,train
drummer1,drummer1/session1,drummer1/session1/246,funk/purdieshuffle,130,fill,4-4,3.692312925170068,train,drummer1/session1/246_funk-purdieshuffle_130_fill_4-4_26.midi,drummer1/session1/246_funk-purdieshuffle_130_fill_4-4_26.wav,Warmer Funk,validation
drummer1,drummer1/session2,drummer1/session2/178,afrocuban/rhumba,110,fill,4-4,2.159365079365079,train,drummer1/session2/178_afrocuban-rhumba_110_fill_4-4_5.midi,drummer1/session2/178_afrocuban-rhumba_110_fill_4-4_5.wav,Tight Prog,train
drummer1,drummer1/session1,drummer1/session1/75,jazz,125,beat,4-4,61.44,train,drummer1/session1/75_jazz_125_beat_4-4_10.midi,drummer1/session1/75_jazz_125_beat_4-4_10.wav,JingleStacks (2nd Hi-Hat),train
drummer1,drummer1/session2,drummer1/session2/151,gospel,120,fill,4-4,1.8930385487528345,train,drummer1/session2/151_gospel_120_fill_4-4_36.midi,drummer1/session2/151_gospel_120_fill_4-4_36.wav,West Coast (FUNK),train
drummer1,drummer1/session2,drummer1/session2/181,rock,115,beat,4-4,135.6521768707483,train,drummer1/session2/181_rock_115_beat_4-4_53.midi,drummer1/session2/181_rock_115_beat_4-4_53.wav,Unplugged,train
drummer1,drummer1/session1,drummer1/session1/104,funk,95,fill,4-4,2.5263038548752834,train,drummer1/session1/104_funk_95_fill_4-4_42.midi,drummer1/session1/104_funk_95_fill_4-4_42.wav,Bigga Bop (Jazz),train
drummer1,drummer1/session1,drummer1/session1/171,latin/brazilian-baiao,95,fill,4-4,2.451315192743764,validation,drummer1/session1/171_latin-brazilian-baiao_95_fill_4-4_35.midi,drummer1/session1/171_latin-brazilian-baiao_95_fill_4-4_35.wav,Rockin Gate (80s),train
drummer1,drummer1/session2,drummer1/session2/16,country,114,fill,4-4,2.1022902494331066,test,drummer1/session2/16_country_114_fill_4-4_56.midi,drummer1/session2/16_country_114_fill_4-4_56.wav,Custom1,train
drummer1,drummer1/session2,drummer1/session2/16,country,114,fill,4-4,2.012312925170068,test,drummer1/session2/16_country_114_fill_4-4_17.midi,drummer1/session2/16_country_114_fill_4-4_17.wav,Dark Hybrid,train
drummer1,drummer1/session2,drummer1/session2/135,afrocuban/bembe,122,fill,4-4,1.8375283446712016,validation,drummer1/session2/135_afrocuban-bembe_122_fill_4-4_37.midi,drummer1/session2/135_afrocuban-bembe_122_fill_4-4_37.wav,Live Fusion,train
drummer1,drummer1/session2,drummer1/session2/84,punk,144,fill,4-4,1.6442630385487529,train,drummer1/session2/84_punk_144_fill_4-4_33.midi,drummer1/session2/84_punk_144_fill_4-4_33.wav,Shuffle (Blues),train
drummer1,drummer1/session1,drummer1/session1/226,rock/halftime,140,fill,4-4,3.4285714285714284,train,drummer1/session1/226_rock-halftime_140_fill_4-4_54.midi,drummer1/session1/226_rock-halftime_140_fill_4-4_54.wav,Nu RNB,train
drummer1,drummer1/session1,drummer1/session1/23,jazz/funk,116,fill,4-4,2.068979591836735,train,drummer1/session1/23_jazz-funk_116_fill_4-4_31.midi,drummer1/session1/23_jazz-funk_116_fill_4-4_31.wav,More Cowbell (Pop-Rock),train
drummer1,drummer1/eval_session,drummer1/eval_session/4,soul/groove4,80,beat,4-4,47.949229024943314,test,drummer1/eval_session/4_soul-groove4_80_beat_4-4_54.midi,drummer1/eval_session/4_soul-groove4_80_beat_4-4_54.wav,Nu RNB,validation
drummer1,drummer1/session1,drummer1/session1/162,latin/brazilian-baiao,95,fill,4-4,2.526326530612245,validation,drummer1/session1/162_latin-brazilian-baiao_95_fill_4-4_6.midi,drummer1/session1/162_latin-brazilian-baiao_95_fill_4-4_6.wav,Compact Lite (w/ Tambourine HH),train
drummer1,drummer1/session2,drummer1/session2/29,country,114,fill,4-4,2.1052607709750566,train,drummer1/session2/29_country_114_fill_4-4_51.midi,drummer1/session2/29_country_114_fill_4-4_51.wav,808 Simple,train
drummer1,drummer1/session1,drummer1/session1/160,latin/brazilian-baiao,95,fill,4-4,2.5263038548752834,train,drummer1/session1/160_latin-brazilian-baiao_95_fill_4-4_31.midi,drummer1/session1/160_latin-brazilian-baiao_95_fill_4-4_31.wav,More Cowbell (Pop-Rock),validation
drummer1,drummer1/session2,drummer1/session2/45,punk,128,fill,4-4,1.8749886621315195,train,drummer1/session2/45_punk_128_fill_4-4_22.midi,drummer1/session2/45_punk_128_fill_4-4_22.wav,Dry & Heavy (Folk Rock),train
drummer1,drummer1/session1,drummer1/session1/104,funk,95,fill,4-4,2.5263038548752834,train,drummer1/session1/104_funk_95_fill_4-4_23.midi,drummer1/session1/104_funk_95_fill_4-4_23.wav,Second Line,train
drummer1,drummer1/session1,drummer1/session1/76,jazz/mediumfast,180,beat,4-4,8.0,train,drummer1/session1/76_jazz-mediumfast_180_beat_4-4_37.midi,drummer1/session1/76_jazz-mediumfast_180_beat_4-4_37.wav,Live Fusion,train
drummer1,drummer1/session1,drummer1/session1/67,jazz,125,fill,4-4,1.92,train,drummer1/session1/67_jazz_125_fill_4-4_41.midi,drummer1/session1/67_jazz_125_fill_4-4_41.wav,Cassette (Lo-Fi Compress),train
drummer1,drummer1/session1,drummer1/session1/107,funk,95,fill,4-4,2.5263038548752834,train,drummer1/session1/107_funk_95_fill_4-4_12.midi,drummer1/session1/107_funk_95_fill_4-4_12.wav,Classic Rock,train
drummer1,drummer1/session2,drummer1/session2/3,latin/chacarera,118,beat,4-4,99.04260770975056,train,drummer1/session2/3_latin-chacarera_118_beat_4-4_12.midi,drummer1/session2/3_latin-chacarera_118_beat_4-4_12.wav,Classic Rock,validation
drummer1,drummer1/session1,drummer1/session1/172,latin/brazilian-baiao,95,fill,4-4,2.5263038548752834,train,drummer1/session1/172_latin-brazilian-baiao_95_fill_4-4_12.midi,drummer1/session1/172_latin-brazilian-baiao_95_fill_4-4_12.wav,Classic Rock,train
drummer1,drummer1/session1,drummer1/session1/22,jazz/funk,116,fill,4-4,2.068979591836735,train,drummer1/session1/22_jazz-funk_116_fill_4-4_15.midi,drummer1/session1/22_jazz-funk_116_fill_4-4_15.wav,60s Rock,train
drummer1,drummer1/session1,drummer1/session1/79,latin/reggaeton,90,beat,4-4,88.0,train,drummer1/session1/79_latin-reggaeton_90_beat_4-4_23.midi,drummer1/session1/79_latin-reggaeton_90_beat_4-4_23.wav,Second Line,train
drummer1,drummer1/session2,drummer1/session2/44,punk,128,fill,4-4,1.855464852607709,train,drummer1/session2/44_punk_128_fill_4-4_21.midi,drummer1/session2/44_punk_128_fill_4-4_21.wav,Pop-Rock (Studio),validation
drummer1,drummer1/session1,drummer1/session1/131,funk/fast,125,fill,4-4,1.92,train,drummer1/session1/131_funk-fast_125_fill_4-4_5.midi,drummer1/session1/131_funk-fast_125_fill_4-4_5.wav,Tight Prog,train
drummer1,drummer1/session1,drummer1/session1/264,funk/purdieshuffle,130,fill,4-4,1.8461451247165528,train,drummer1/session1/264_funk-purdieshuffle_130_fill_4-4_11.midi,drummer1/session1/264_funk-purdieshuffle_130_fill_4-4_11.wav,Studio (Live Room),train
drummer1,drummer1/session1,drummer1/session1/2,funk,80,beat,4-4,86.97657596371882,validation,drummer1/session1/2_funk_80_beat_4-4_55.midi,drummer1/session1/2_funk_80_beat_4-4_55.wav,Ele-Drum,train
drummer1,drummer1/session2,drummer1/session2/9,jazz/march,120,beat,4-4,123.62448979591836,train,drummer1/session2/9_jazz-march_120_beat_4-4_15.midi,drummer1/session2/9_jazz-march_120_beat_4-4_15.wav,60s Rock,train
drummer1,drummer1/session2,drummer1/session2/72,punk,144,fill,4-4,1.6108843537414963,train,drummer1/session2/72_punk_144_fill_4-4_44.midi,drummer1/session2/72_punk_144_fill_4-4_44.wav,Alternative (Rock),train
drummer1,drummer1/session1,drummer1/session1/87,neworleans/funk,84,fill,4-4,2.857142857142857,train,drummer1/session1/87_neworleans-funk_84_fill_4-4_24.midi,drummer1/session1/87_neworleans-funk_84_fill_4-4_24.wav,Heavy Metal,validation
drummer1,drummer1/session2,drummer1/session2/83,punk,144,fill,4-4,1.480498866213152,train,drummer1/session2/83_punk_144_fill_4-4_2.midi,drummer1/session2/83_punk_144_fill_4-4_2.wav,Fat Rock (Power Toms),train
drummer1,drummer1/session2,drummer1/session2/173,afrocuban/rhumba,110,fill,4-4,2.007482993197279,train,drummer1/session2/173_afrocuban-rhumba_110_fill_4-4_41.midi,drummer1/session2/173_afrocuban-rhumba_110_fill_4-4_41.wav,Cassette (Lo-Fi Compress),train
drummer1,drummer1/session2,drummer1/session2/115,afrocuban/bembe,122,fill,4-4,1.9057596371882088,train,drummer1/session2/115_afrocuban-bembe_122_fill_4-4_56.midi,drummer1/session2/115_afrocuban-bembe_122_fill_4-4_56.wav,Custom1,test
drummer1,drummer1/session2,drummer1/session2/57,punk,128,fill,4-4,1.783582766439909,validation,drummer1/session2/57_punk_128_fill_4-4_54.midi,drummer1/session2/57_punk_128_fill_4-4_54.wav,Nu RNB,train
drummer1,drummer1/session1,drummer1/session1/63,jazz,125,fill,4-4,1.92,train,drummer1/session1/63_jazz_125_fill_4-4_24.midi,drummer1/session1/63_jazz_125_fill_4-4_24.wav,Heavy Metal,train
drummer1,drummer1/session1,drummer1/session1/19,jazz/funk,116,fill,4-4,2.068979591836735,train,drummer1/session1/19_jazz-funk_116_fill_4-4_11.midi,drummer1/session1/19_jazz-funk_116_fill_4-4_11.wav,Studio (Live Room),validation
drummer1,drummer1/session2,drummer1/session2/198,rock,115,fill,4-4,1.774875283446712,validation,drummer1/session2/198_rock_115_fill_4-4_35.midi,drummer1/session2/198_rock_115_fill_4-4_35.wav,Rockin Gate (80s),validation
drummer1,drummer1/session1,drummer1/session1/13,jazz/funk,116,fill,4-4,2.0689569160997734,train,drummer1/session1/13_jazz-funk_116_fill_4-4_58.midi,drummer1/session1/13_jazz-funk_116_fill_4-4_58.wav,Custom3,validation
drummer1,drummer1/session1,drummer1/session1/102,funk,95,beat,4-4,224.772358276644,train,drummer1/session1/102_funk_95_beat_4-4_28.midi,drummer1/session1/102_funk_95_beat_4-4_28.wav,Super Boom (Layered),test
drummer1,drummer1/session2,drummer1/session2/78,punk,144,fill,4-4,1.607981859410431,validation,drummer1/session2/78_punk_144_fill_4-4_24.midi,drummer1/session2/78_punk_144_fill_4-4_24.wav,Heavy Metal,train
drummer1,drummer1/session1,drummer1/session1/65,jazz,125,fill,4-4,2.4,train,drummer1/session1/65_jazz_125_fill_4-4_3.midi,drummer1/session1/65_jazz_125_fill_4-4_3.wav,Jazz,train
